Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-23 19:56:12,Budget Blinds,335118,Budget Blinds - 2518 - SouthWesternMaine,LIVE,http://budgetblinds.com/southwesternmaine,207-625-7902,207-625-7902,207-625-7902,207-625-7902,No DB Unpaid Number,2072093768,PPC Not Found,0,https://budgetblinds.com/southwesternmaine,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:56:38,Budget Blinds,336704,Budget Blinds - 3601 - Medina,LIVE,http://budgetblinds.com/medina,330-763-1585,330-763-1585,330-763-1585,330-763-1585,No DB Unpaid Number,2343010303,PPC Not Found,0,https://budgetblinds.com/medina,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:57:03,Budget Blinds,336707,Budget Blinds - 3619 - Goodyear,LIVE,http://budgetblinds.com/goodyear,480-629-8854,480-629-8854,480-629-8854,480-629-8854,No DB Unpaid Number,4804283128,PPC Not Found,0,https://budgetblinds.com/goodyear,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:57:25,Budget Blinds,336708,Budget Blinds - 3704 - Kamloops,LIVE,http://budgetblinds.com/kamloops,250-434-0500,250-434-0500,250-434-0500,250-434-0500,No DB Unpaid Number,2509847012,PPC Not Found,0,https://budgetblinds.com/kamloops,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:57:48,Budget Blinds,336797,Budget Blinds - 10064 - Ferndale,LIVE,http://budgetblinds.com/ferndale,248-721-4235,248-721-4235,248-721-4235,248-721-4235,No DB Unpaid Number,2482917870,PPC Not Found,0,https://budgetblinds.com/ferndale,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:58:11,Budget Blinds,336798,Budget Blinds - 1569 - CantonMI,LIVE,http://budgetblinds.com/cantonmi,734-422-3382,734-422-3382,734-422-3382,734-422-3382,No DB Unpaid Number,7342376819,PPC Not Found,0,https://budgetblinds.com/cantonmi,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:58:34,Budget Blinds,336801,Budget Blinds - 2816 - Andover,LIVE,http://budgetblinds.com/andover,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,3396450224,PPC Not Found,0,https://budgetblinds.com/andover,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:58:57,Budget Blinds,336802,Budget Blinds - 2834 - Danvers,LIVE,http://budgetblinds.com/danvers,978-317-5537,978-317-5537,978-317-5537,978-317-5537,No DB Unpaid Number,9785484143,PPC Not Found,0,https://budgetblinds.com/danvers,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:59:20,Budget Blinds,336803,Budget Blinds - 2824 - Shrewsbury,LIVE,http://budgetblinds.com/shrewsbury,508-842-3373,508-842-3373,508-842-3373,508-842-3373,No DB Unpaid Number,5087198417,PPC Not Found,0,https://budgetblinds.com/shrewsbury,301,200,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 19:59:42,Budget Blinds,336805,Budget Blinds - 1833 - Burlington,LIVE,http://budgetblinds.com/billerica,508-842-3373,508-842-3373,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,7812025581,PPC Not Found,0,https://budgetblinds.com/billerica,301,404,166.78.83.125,ns43.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
