Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 06:56:00,Concrete Craft,351615,Concrete Craft - 517NC304 - Charlotte,LIVE,http://concretecraft.com/charlotte,704-900-2751,704-900-2751,704-594-4081,704-594-4081,9802886272,True,7045944081,PPC Not Found,0,https://concretecraft.com/charlotte/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:56:35,Concrete Craft,351618,Concrete Craft - 518NC303 - Kernersville,LIVE,http://concretecraft.com/kernersville,336-310-1615,336-310-1615,800-790-8138,800-790-8138,8882911399,True,8007908138,PPC Not Found,0,https://concretecraft.com/kernersville/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:57:06,Concrete Craft,351619,Concrete Craft - 819WA310 - Bellevue,LIVE,http://concretecraft.com/bellevue,425)615-6512,425)615-6512,425-274-3825,425-274-3825,No DB Unpaid Number,4252743825,PPC Not Found,0,https://concretecraft.com/bellevue/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:57:38,Concrete Craft,351626,Concrete Craft - 752CO302 - Colorado Springs,LIVE,http://concretecraft.com/coloradosprings,719)722-2423,719)722-2423,719-286-9827,719-286-9827,No DB Unpaid Number,7192869827,PPC Not Found,0,https://concretecraft.com/coloradosprings/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:58:40,Concrete Craft,351627,Concrete Craft - 511VA307 - Mclean,LIVE,http://concretecraft.com/mclean,571)388-3341,571)388-3341,571-252-5671,571-252-5671,No DB Unpaid Number,5712525671,PPC Not Found,0,https://concretecraft.com/mclean/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:59:18,Concrete Craft,351639,Concrete Craft - 539FL312 - Sarasota,LIVE,http://concretecraft.com/sarasota,941)217-7474,941)217-7474,941-203-7293,941-203-7293,No DB Unpaid Number,9412037293,PPC Not Found,0,https://concretecraft.com/sarasota/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:59:46,Concrete Craft,351641,Concrete Craft - 541KY302 - lexington,LIVE,http://concretecraft.com/lexington,859-554-2527,859-554-2527,859-309-5577,859-309-5577,No DB Unpaid Number,8593095577,PPC Not Found,0,https://concretecraft.com/lexington/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:00:18,Concrete Craft,351642,Concrete Craft - 630AL302 - Birmingham,LIVE,http://concretecraft.com/birmingham,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,205-208-7086,205-208-7086,No DB Unpaid Number,2052087086,PPC Not Found,0,https://concretecraft.com/birmingham/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:00:46,Concrete Craft,351643,Concrete Craft - 557TN301 - Knoxville,LIVE,http://concretecraft.com/knoxville,865)240-2929,865)240-2929,865-314-8630,865-314-8630,No DB Unpaid Number,8653148630,PPC Not Found,0,https://concretecraft.com/knoxville/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:01:56,Concrete Craft,351645,Concrete Craft - 623TX305 - Allen,LIVE,http://concretecraft.com/allen/,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,469-277-2948,469-277-2948,No DB Unpaid Number,4692772948,PPC Not Found,0,https://concretecraft.com/allen/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:02:49,Concrete Craft,351648,Concrete Craft - 623TX301 - Dallas,LIVE,http://concretecraft.com/dallas/,817-609-8106,817-609-8106,682-206-0080,682-206-0080,No DB Unpaid Number,6822060080,PPC Not Found,0,https://concretecraft.com/dallas/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:03:47,Concrete Craft,351655,Concrete Craft - 602IL303 - Chicago,LIVE,http://concretecraft.com/chicago,331-472-2062,331-472-2062,331-213-2419,331-213-2419,No DB Unpaid Number,3312132419,PPC Not Found,0,https://concretecraft.com/chicago/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:04:47,Concrete Craft,351659,Concrete Craft - 618TX301 - Bay Area,LIVE,http://concretecraft.com/bayarea,832-224-3954,832-224-3954,281-823-7017,281-823-7017,8322243954,False,2818237017,PPC Not Found,0,https://concretecraft.com/bayarea/,301,200,161.47.48.68,ns65.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:05:17,Concrete Craft,354039,Concrete Craft - 560NC301 - Southern Raleigh,LIVE,http://concretecraft.com/southernraleigh/,919)377-9433,919)377-9433,919-234-5054,919-234-5054,No DB Unpaid Number,9192345054,PPC Not Found,0,https://concretecraft.com/southernraleigh/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:05:46,Concrete Craft,355131,Concrete Craft - 618TX312 - Northwest Houston,LIVE,http://concretecraft.com/nwhouston,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,832-827-3790,832-827-3790,No DB Unpaid Number,8328273790,PPC Not Found,0,https://concretecraft.com/nwhouston/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:06:17,Concrete Craft,356672,Concrete Craft - Newnan (524GA301),LIVE,http://concretecraft.com/newnan,770)450-0933,770)450-0933,470-592-0543,470-592-0543,No DB Unpaid Number,4705920543,PPC Not Found,0,https://concretecraft.com/newnan/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:06:46,Concrete Craft,356787,Concrete Craft - Columbia (546SC303),LIVE,http://concretecraft.com/columbia,803)832-0499,803)832-0499,803-369-6212,803-369-6212,No DB Unpaid Number,8033696212,PPC Not Found,0,https://concretecraft.com/columbia/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:07:17,Concrete Craft,356813,Concrete Craft - 567SC301 - TheUpstate ,LIVE,http://concretecraft.com/theupstate,864)466-9921,864)466-9921,864-301-5782,864-301-5782,No DB Unpaid Number,8643015782,PPC Not Found,0,https://concretecraft.com/theupstate/,301,200,161.47.48.68,ns65.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 07:07:46,Concrete Craft,356827,Concrete Craft - 539FL307 - North Tampa ,LIVE,http://concretecraft.com/northtampa,813-501-2735,813-501-2735,813-474-7872,813-474-7872,8135012735,False,8134747872,PPC Not Found,0,https://concretecraft.com/northtampa/,301,200,161.47.48.68,ns65.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
