Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-23 22:10:12,Allegra,331362,Allegra Gainesville,LIVE,http://allegramarketingprint.com/locations/gainesville-fl/,352-888-4195,352-888-4195,352-888-4195,352-888-4195,3528884195,False,No DB Paid Number,PPC Not Found,0,https://www.allegramarketingprint.com/locations/gainesville-fl/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-23 22:10:34,Allegra,331389,Allegra Pleasant Prairie,LIVE,http://allegramarketingprint.com/locations/pleasant_prairie-wi/,262-358-8024,262-358-8024,262-358-8024,262-358-8024,2623588024,False,No DB Paid Number,PPC Not Found,0,https://www.allegramarketingprint.com/locations/pleasant_prairie-wi/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-23 22:10:54,Allegra,331390,Allegra Summerville,LIVE,http://allegramarketingprint.com/locations/summerville-sc/,843-376-4478,843-376-4478,843-376-4478,843-376-4478,8433764478,False,No DB Paid Number,PPC Not Found,0,https://www.allegramarketingprint.com/locations/summerville-sc/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-23 22:11:15,Allegra,331417,Allegra Brainerd,LIVE,http://allegramarketingprint.com/locations/brainerd-mn/,888-428-7557,888-428-7557,888-428-7557,888-428-7557,8884287557,False,No DB Paid Number,PPC Not Found,0,https://www.allegramarketingprint.com/locations/brainerd-mn/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,no,no,PPC Not Found,yes,yes,no
2018-10-23 22:11:35,Allegra,331425,Allegra Cheektowaga,LIVE,http://allegramarketingprint.com/locations/cheektowaga-ny/,716-250-9475,716-250-9475,716-953-3025,716-953-3025,7162509475,False,7169533025,PPC Not Found,0,https://www.allegramarketingprint.com/locations/cheektowaga-ny/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-23 22:11:56,Allegra,331439,Allegra Rochester,LIVE,http://allegramarketingprint.com/locations/rochester-mn/,507-216-8687,507-216-8687,888-743-7650,888-743-7650,5072168687,False,8887437650,PPC Not Found,0,https://www.allegramarketingprint.com/locations/rochester-mn/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-23 22:12:17,Allegra,331441,Allegra Red Wing,LIVE,http://allegramarketingprint.com/locations/red_wing-mn/,651-301-8417,651-301-8417,888-351-6953,888-351-6953,6513018417,False,8883516953,PPC Not Found,0,https://www.allegramarketingprint.com/locations/red_wing-mn/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-23 22:12:38,Allegra,332568,Allegra Southfield,LIVE,http://allegramarketingprint.com/locations/southfield-mi/,248-457-5600,248-457-5600,248-331-9905,248-331-9905,2484575600,False,2483319905,PPC Not Found,0,https://www.allegramarketingprint.com/locations/southfield-mi/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-23 22:12:58,Allegra,332570,Allegra Saint Clair Shores,LIVE,http://allegramarketingprint.com/locations/st_clair_shores-mi/,586-335-2596,586-335-2596,586-209-2602,586-209-2602,5863352596,False,5862092602,PPC Not Found,0,https://www.allegramarketingprint.com/locations/st_clair_shores-mi/,301,200,209.17.116.161,pdns07.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-23 22:13:19,Allegra,332571,Allegra Port Huron,LIVE,http://allegramarketingprint.com/locations/fort_gratiot-mi/,810-385-9100,810-385-9100,810-292-0195,810-292-0195,8102920190,True,8102920195,PPC Not Found,0,https://www.allegramarketingprint.com/locations/fort_gratiot-mi/,301,200,209.17.116.161,pdns07.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
