Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 06:19:03,Senior Helpers,8059,Senior Helpers - Spokane,LIVE,http://seniorhelpers.com/spokane,509-590-1451,509-590-1451,509-590-1768,509-590-1768,No DB Unpaid Number,5095901768,PPC Not Found,0,https://www.seniorhelpers.com/spokane,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:19:25,Senior Helpers,8110,Senior Helpers - San Luis Obispo,LIVE,http://seniorhelpers.com/sanluisobispo,805-539-2076,805-539-2076,805-242-5701,805-242-5701,No DB Unpaid Number,8052425701,PPC Not Found,0,https://www.seniorhelpers.com/sanluisobispo,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:19:47,Senior Helpers,9783,Senior Helpers - Contra Costa,LIVE,http://seniorhelpers.com/contracosta,925-268-0668,925-268-0668,925-235-0648,925-235-0648,No DB Unpaid Number,9252350648,PPC Not Found,0,https://www.seniorhelpers.com/contracosta,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:20:08,Senior Helpers,10256,Senior Helpers - Salem,LIVE,http://seniorhelpers.com/salem,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,503-308-9743,503-308-9743,No DB Unpaid Number,5033089743,PPC Not Found,0,https://www.seniorhelpers.com/salem,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:20:30,Senior Helpers,10298,Senior Helpers - Louisville,LIVE,http://seniorhelpers.com/louisville,502-255-1162,502-255-1162,888-392-1017,888-392-1017,No DB Unpaid Number,8883921017,PPC Not Found,0,https://www.seniorhelpers.com/louisville,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:20:51,Senior Helpers,10564,Senior Helpers - Yardley PA,LIVE,http://seniorhelpers.com/yardleypa,215-608-2440,215-608-2440,267-427-2968,267-427-2968,No DB Unpaid Number,2674272968,PPC Not Found,0,https://www.seniorhelpers.com/yardleypa,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:21:12,Senior Helpers,10689,Senior Helpers - South Metro Atlanta,LIVE,http://seniorhelpers.com/southmetroatlanta,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,678-271-8929,678-271-8929,No DB Unpaid Number,6782718929,PPC Not Found,0,https://www.seniorhelpers.com/southmetroatlanta,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:21:34,Senior Helpers,11280,Senior Helpers - Central Long Island,LIVE,http://seniorhelpers.com/centrallongisland-ny/,516-447-1314,516-447-1314,516-240-9746,516-240-9746,No DB Unpaid Number,5162409746,PPC Not Found,0,https://www.seniorhelpers.com/centrallongisland-ny/,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:21:56,Senior Helpers,14960,Senior Helpers - Dayton,LIVE,http://seniorhelpers.com/dayton,937-249-1156,937-249-1156,937-660-9959,937-660-9959,No DB Unpaid Number,9376609959,PPC Not Found,0,https://www.seniorhelpers.com/dayton,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:22:17,Senior Helpers,15856,Senior Helpers - Venice,LIVE,http://seniorhelpers.com/venice,941-275-6704,941-275-6704,941-275-6720,941-275-6720,No DB Unpaid Number,9412756720,PPC Not Found,0,https://www.seniorhelpers.com/venice,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:22:39,Senior Helpers,20740,Senior Helpers - Tucson,LIVE,http://seniorhelpers.com/tucson,520-265-1389,520-265-1389,520-329-4679,520-329-4679,No DB Unpaid Number,5203294679,PPC Not Found,0,https://www.seniorhelpers.com/tucson,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:23:00,Senior Helpers,23192,Senior Helpers - Dover DE,LIVE,http://seniorhelpers.com/doverde,302-450-1171,302-450-1171,302-401-1453,302-401-1453,No DB Unpaid Number,3024011453,PPC Not Found,0,https://www.seniorhelpers.com/doverde,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:23:21,Senior Helpers,49570,Senior Helpers - Westlake Village,LIVE,http://seniorhelpers.com/westlakevillage,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,805-253-2979,805-253-2979,No DB Unpaid Number,8052532979,PPC Not Found,0,https://www.seniorhelpers.com/westlakevillage,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:23:43,Senior Helpers,104413,Senior Helpers - Seattle,LIVE,http://seniorhelpers.com/seattle,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,425-243-5898,425-243-5898,No DB Unpaid Number,4252435898,PPC Not Found,0,https://www.seniorhelpers.com/seattle,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:24:05,Senior Helpers,132541,Senior Helpers - North Houston,LIVE,http://seniorhelpers.com/northhouston,888-764-0392,888-764-0392,281-369-4398,281-369-4398,8887640392,False,2813694398,PPC Not Found,0,https://www.seniorhelpers.com/northhouston,301,200,67.207.154.79,ns77.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:24:26,Senior Helpers,148588,Senior Helpers - East Valley AZ,LIVE,http://seniorhelpers.com/eastvalleyaz,480-900-3222,480-900-3222,480-269-0982,480-269-0982,4809003222,False,4802690982,PPC Not Found,0,https://www.seniorhelpers.com/eastvalleyaz,301,200,67.207.154.79,ns77.domaincontrol.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:24:48,Senior Helpers,213519,Senior Helpers - Chicago,LIVE,http://seniorhelpers.com/chicago,312-967-8544,312-967-8544,312-489-8991,312-489-8991,No DB Unpaid Number,3124898991,PPC Not Found,0,https://www.seniorhelpers.com/chicago,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:25:10,Senior Helpers,213520,Senior Helpers - Wilmette Evanston,LIVE,http://seniorhelpers.com/wilmetteevanston,847-563-4183,847-563-4183,847-282-4092,847-282-4092,No DB Unpaid Number,8472824092,PPC Not Found,0,https://www.seniorhelpers.com/wilmetteevanston,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:25:31,Senior Helpers,213556,Senior Helpers - Bonita Springs,LIVE,http://seniorhelpers.com/bonitasprings,239-321-6220,239-321-6220,888-583-9293,888-583-9293,No DB Unpaid Number,8885839293,PPC Not Found,0,https://www.seniorhelpers.com/bonitasprings,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:25:52,Senior Helpers,213557,Senior Helpers - Rockville,LIVE,http://seniorhelpers.com/rockville,301-245-6301,301-245-6301,855-369-1803,855-369-1803,No DB Unpaid Number,8553691803,PPC Not Found,0,https://www.seniorhelpers.com/rockville,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:26:14,Senior Helpers,213586,Senior Helpers - Chicago Land North,LIVE,http://seniorhelpers.com/chicagolandnorth-northwest-il/,847-350-1043,847-350-1043,224-374-1191,224-374-1191,No DB Unpaid Number,2243741191,PPC Not Found,0,https://www.seniorhelpers.com/chicagolandnorth-northwest-il/,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:26:35,Senior Helpers,213629,Senior Helpers - West Jacksonville,LIVE,http://seniorhelpers.com/westjacksonville,904-430-8031,904-430-8031,904-701-0542,904-701-0542,No DB Unpaid Number,9047010542,PPC Not Found,0,https://www.seniorhelpers.com/westjacksonville,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:26:57,Senior Helpers,213635,Senior Helpers - Fairfield,LIVE,http://seniorhelpers.com/fairfield,862-273-3503,862-273-3503,888-239-5188,888-239-5188,No DB Unpaid Number,8882395188,PPC Not Found,0,https://www.seniorhelpers.com/fairfield,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:27:18,Senior Helpers,213651,Senior Helpers - Victoria,LIVE,http://seniorhelpers.com/victoria,888-836-5201,888-836-5201,361-214-1133,361-214-1133,No DB Unpaid Number,3612141133,PPC Not Found,0,https://www.seniorhelpers.com/victoria,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
2018-10-24 06:27:39,Senior Helpers,228062,Senior Helpers of Southeastern IN (#1815),LIVE,http://seniorhelpers.com/southeasternindiana-in/,812-508-6200,812-508-6200,812-925-5314,812-925-5314,No DB Unpaid Number,8129255314,PPC Not Found,0,https://www.seniorhelpers.com/southeasternindiana-in/,301,200,67.207.154.79,ns77.domaincontrol.com.,no,no,yes,yes,PPC Not Found,yes,yes,no
