Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 04:46:36,Cottman Transmission and Total Auto Care,45621,Cottman of South Austin,LIVE,http://cottmanofsouthaustin.com,512-518-5412,512-518-5412,512-518-5410,512-518-5410,5125185412,False,5125185410,PPC Not Found,0,http://www.cottmanofsouthaustin.com/,301,200,205.178.153.7,ns1118.ui-dns.org.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:46:56,Cottman Transmission and Total Auto Care,45627,Cottman of Beaverton,LIVE,http://cottmanofbeaverton.com,503-388-4553,503-388-4553,503-388-4537,503-388-4537,5033884553,False,5033884537,PPC Not Found,0,http://www.cottmanofbeaverton.com/,301,200,205.178.153.7,ns1065.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:47:17,Cottman Transmission and Total Auto Care,45630,Cottman of Boutte,LIVE,http://cottmanofboutte.com,985-267-9148,985-267-9148,985-267-9580,985-267-9580,9852679148,False,9852679580,PPC Not Found,0,http://www.cottmanofboutte.com/,301,200,205.178.153.7,ns1066.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:47:37,Cottman Transmission and Total Auto Care,45631,Cottman of Brandon,LIVE,http://cottmanofbrandon.com,813-641-4966,813-641-4966,813-793-4093,813-793-4093,8136414966,False,8137934093,PPC Not Found,0,http://www.cottmanofbrandon.com/,301,200,205.178.153.7,ns1044.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:47:57,Cottman Transmission and Total Auto Care,45637,Cottman of Cedar Park,LIVE,http://cottmanofcedarpark.com,512-410-2678,512-410-2678,512-410-2603,512-410-2603,5124102678,False,5124102603,PPC Not Found,0,http://www.cottmanofcedarpark.com/,301,200,205.178.153.7,ns1070.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:48:17,Cottman Transmission and Total Auto Care,45642,Cottman of Charlotte,LIVE,http://cottmanofcharlotte.com,704-743-4186,704-743-4186,704-743-4186,704-743-4186,7047690955,False,7043809203,PPC Not Found,0,http://www.cottmanofsouthcharlotte.com/,302,200,205.178.153.7,ns1119.ui-dns.org.,no,no,no,no,PPC Not Found,yes,no,no
2018-10-24 04:48:38,Cottman Transmission and Total Auto Care,45644,Cottman of Columbia,LIVE,http://cottmanofcolumbia.com,803-619-9335,803-619-9335,803-265-5360,803-265-5360,8036199335,False,8032655360,PPC Not Found,0,http://www.cottmanofcolumbia.com/,301,200,205.178.153.7,ns1073.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:48:59,Cottman Transmission and Total Auto Care,45646,Cottman of Cornelius,LIVE,http://None,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,7046590764,False,7046590750,PPC Not Found,None,http://none/,0,0,0,0,no,no,no,no,PPC Not Found,no,no,no
2018-10-24 04:49:17,Cottman Transmission and Total Auto Care,45648,Cottman of Denver,LIVE,http://cottmanofdenver.com,303-816-8612,303-816-8612,303-747-6871,303-747-6871,3038168612,False,3037476871,PPC Not Found,0,http://www.cottmanofdenver.com/,301,200,205.178.153.7,ns1077.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:49:37,Cottman Transmission and Total Auto Care,45664,Cottman of Durham,LIVE,http://durhamtransmission.com,919-241-5126,919-241-5126,919-727-4501,919-727-4501,9192415126,False,9197274501,PPC Not Found,0,http://www.durhamtransmission.com/,301,200,205.178.153.7,ns1095.ui-dns.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:49:57,Cottman Transmission and Total Auto Care,45666,Cottman of Emmaus,LIVE,http://cottmanofemmaus.com,610-421-4331,610-421-4331,610-616-5752,610-616-5752,6104214331,False,6106165752,PPC Not Found,0,http://www.cottmanofemmaus.com/,301,200,205.178.153.7,ns1081.ui-dns.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:50:17,Cottman Transmission and Total Auto Care,45670,Cottman of Cincinnati,LIVE,http://cottmanofcincinnati.com,513-202-4784,513-202-4784,513-202-4839,513-202-4839,5132024784,False,5132024839,PPC Not Found,0,http://www.cottmanofcincinnati.com/,301,200,205.178.153.7,ns1072.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:50:44,Cottman Transmission and Total Auto Care,45671,Cottman of Feasterville,LIVE,http://cottmanoffeasterville.com,267-684-5157,267-684-5157,267-574-0264,267-574-0264,2676845157,False,2675740264,PPC Not Found,0,http://www.cottmanoffeasterville.com/,301,200,205.178.153.7,ns1082.ui-dns.org.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:51:04,Cottman Transmission and Total Auto Care,45674,Cottman of Fern Park,LIVE,http://cottmanoffernpark.com,407-278-8516,407-278-8516,407-278-8317,407-278-8317,4072788516,False,4072788317,PPC Not Found,0,http://www.cottmanoffernpark.com/,301,200,205.178.153.7,ns1083.ui-dns.org.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:51:24,Cottman Transmission and Total Auto Care,45675,Cottman of Flint,LIVE,http://cottmanofflint.com,810-553-6808,810-553-6808,810-522-8557,810-522-8557,8105536808,False,8105228557,PPC Not Found,0,http://www.cottmanofflint.com/,301,200,205.178.153.7,ns1085.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:51:44,Cottman Transmission and Total Auto Care,45681,Cottman of Gladstone,LIVE,http://cottmanofgladstone.com,816-607-9636,816-607-9636,816-348-3517,816-348-3517,8166079636,False,8163483517,PPC Not Found,0,http://www.cottmanofgladstone.com/,301,200,205.178.153.7,ns1087.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:52:05,Cottman Transmission and Total Auto Care,45684,Cottman of Grand Rapids,LIVE,http://cottmanofgrandrapids.com,616-682-7286,616-682-7286,616-209-9837,616-209-9837,6166827286,False,6162099837,PPC Not Found,0,http://www.cottmanofgrandrapids.com/,301,200,205.178.153.7,ns1088.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:52:25,Cottman Transmission and Total Auto Care,45686,Cottman of Greensboro,LIVE,http://greensborotransmission.com,336-734-9229,336-734-9229,336-734-9050,336-734-9050,3367349229,False,3367349050,PPC Not Found,0,http://www.greensborotransmission.com/,301,200,205.178.153.7,ns1043.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:52:45,Cottman Transmission and Total Auto Care,45690,Cottman of Greenville,LIVE,http://cottmanofgreenville.com,864-326-5856,864-326-5856,864-339-9048,864-339-9048,8643265856,False,8643399048,PPC Not Found,0,http://www.cottmanofgreenville.com/,301,200,205.178.153.7,ns1090.ui-dns.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:53:05,Cottman Transmission and Total Auto Care,45692,Cottman of Independence,LIVE,http://cottmanofindependence.com,816-287-1072,816-287-1072,816-607-9889,816-607-9889,8162871072,False,8166079889,PPC Not Found,0,http://www.cottmanofindependence.com/,301,200,205.178.153.7,ns1092.ui-dns.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:53:26,Cottman Transmission and Total Auto Care,45694,Cottman of East Jacksonville,LIVE,http://cottmanofeastjacksonville.com,904-257-5538,904-257-5538,904-257-5534,904-257-5534,9042575538,False,9042575534,PPC Not Found,0,http://www.cottmanofeastjacksonville.com/,301,200,205.178.153.7,ns1080.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:53:46,Cottman Transmission and Total Auto Care,45696,Cottman of West Jacksonville (Website only - closed location),LIVE,http://cottmanofwestjacksonville.com,904-777-1766,904-777-1766,904-777-1766,904-777-1766,9043104525,True,No DB Paid Number,PPC Not Found,0,http://www.cottmanofwestjacksonville.com/,301,200,205.178.153.7,ns1018.ui-dns.de.,no,no,no,no,PPC Not Found,yes,no,no
2018-10-24 04:54:06,Cottman Transmission and Total Auto Care,45697,Cottman of Kansas City,LIVE,http://cottmanofkansascity.com,816-396-0752,816-396-0752,816-340-6745,816-340-6745,8163960752,False,8163406745,PPC Not Found,0,http://www.cottmanofkansascity.com/,301,200,205.178.153.7,ns1093.ui-dns.de.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 04:54:26,Cottman Transmission and Total Auto Care,45698,Cottman of Kenner,LIVE,http://cottmanofkenner.com,504-383-3900,504-383-3900,504-229-0353,504-229-0353,5043833900,False,5042290353,PPC Not Found,0,http://www.cottmanofkenner.com/,301,200,205.178.153.7,ns1094.ui-dns.biz.,yes,yes,yes,yes,PPC Not Found,yes,no,no
