Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 06:31:24,One Hour Air,21268,One Hour Heating & Air Conditioning of Carrollton TX,LIVE,http://dallasonehourair.com,972-200-4220,972-200-4220,972-200-1766,972-200-1766,9722004220,False,8177171041,PPC Not Found,1,http://www.dallasonehourair.com/,301,200,205.178.153.6,ns15.domaincontrol.com.,yes,yes,no,no,PPC Not Found,yes,no,no
2018-10-24 06:31:44,One Hour Air,23483,High Tech Mechanical Inc.,LIVE,http://hightechmech.com,605-718-5403,605-718-5403,605-718-5403,605-718-5403,6059393370,False,6056532264,PPC Not Found,1,https://www.hightechmech.com/,301,200,174.129.25.170,ns75.domaincontrol.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-24 06:32:06,One Hour Air,27770,One Hour Heating & Air Conditioning of Clarksville TN,LIVE,http://onehourairclarksville-tn.com,931-444-3873,931-444-3873,931-266-4090,931-266-4090,9314443873,False,9312664090,PPC Not Found,1,http://www.onehourairclarksville-tn.com/,301,200,205.178.153.6,dns2.cscdns.net.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 06:32:28,One Hour Air,47176,One Hour Heating & Air Conditioning of Cincinnati OH,LIVE,http://onehouraircincy.com,513.322.2870,513.322.2870,513.322.2870,513.322.2870,5133222870,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/cincinnati-oh,301,200,4.34.229.183,dns2.cscdns.net.,yes,yes,no,no,PPC Not Found,no,yes,no
2018-10-24 06:32:54,One Hour Air,48507,One Hour Heating & Air Conditioning of Hanover MD,LIVE,http://onehourbaltimore.com,513.322.2870,513.322.2870,800.574.1725,800.574.1725,4433129454,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/cincinnati-oh,301,200,4.34.229.183,dns2.cscdns.net.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-24 06:33:18,One Hour Air,48521,One Hour Heating & Air Conditioning of Birmingham AL,LIVE,http://onehourbirmingham.com,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,2055882260,False,No DB Paid Number,PPC Not Found,0,https://onehourbirmingham.com/,301,200,198.61.198.95,dns2.cscdns.net.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-24 06:33:50,One Hour Air,48523,One Hour Heating & Air Conditioning of Pompano Beach FL,LIVE,http://vansonehourac.com,561.900.3157,561.900.3157,561.900.3157,561.900.3157,5619003157,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/pompano-beach-fl,301,200,4.34.229.183,dns2.cscdns.net.,yes,yes,no,no,PPC Not Found,no,yes,no
2018-10-24 06:34:15,One Hour Air,48524,One Hour Heating & Air Conditioning of Portland TX,LIVE,http://onehouraircorpuschristi.com,361.444.0288,361.444.0288,361.444.0288,361.444.0288,3614440288,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/corpus-christi-tx,301,200,4.34.229.183,dns2.cscdns.net.,yes,yes,no,no,PPC Not Found,no,yes,no
2018-10-24 06:34:40,One Hour Air,48528,One Hour Heating & Air Conditioning of Naples FL,LIVE,http://onehourairnaples.com,239.494.5376,239.494.5376,239.494.5376,239.494.5376,2394945376,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/naples-fl,301,200,4.34.229.183,dns2.cscdns.net.,yes,yes,no,no,PPC Not Found,no,yes,no
2018-10-24 06:35:04,One Hour Air,48865,One Hour Heating & Air Conditioning of Houston TX - Sam Houston Pkwy,LIVE,http://onehourhoustonac.com,281.601.1498,281.601.1498,281.601.1498,281.601.1498,2816011498,False,No DB Paid Number,PPC Not Found,0,https://www.onehourheatandair.com/houston-tx,301,200,4.34.229.183,dns2.cscdns.net.,yes,yes,no,no,PPC Not Found,no,yes,no
