Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-23 23:31:27,AllState Insurance Corporate,332022,Allstate Business Insurance - Lindsey Sumrall (Real Estate Agents),LIVE,http://iprotectsmallbiz.com/lindsey-sumrall,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/lindsey-sumrall,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:31:52,AllState Insurance Corporate,332244,Allstate Business Insurance - Henry Morales (Medical Offices),LIVE,http://iprotectsmallbiz.com/henry-morales,714-624-7811,714-624-7811,714-624-7811,714-624-7811,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/henry-morales,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:32:12,AllState Insurance Corporate,332246,Allstate Business Insurance - John Alsop (Medical Offices),LIVE,http://iprotectsmallbiz.com/john-alsop,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/john-alsop,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:32:33,AllState Insurance Corporate,332249,Allstate Business Insurance - Sarah Greenway (Dentists),LIVE,http://iprotectsmallbiz.com/sarah-greenway,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/sarah-greenway,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:32:55,AllState Insurance Corporate,332250,Allstate Business Insurance - Stacey Romney (Photographers),LIVE,http://iprotectsmallbiz.com/stacey-romney,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/stacey-romney,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:33:15,AllState Insurance Corporate,332252,Allstate Business Insurance - Doug Harlow (Chiropractors),LIVE,http://iprotectsmallbiz.com/doug-harlow,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/doug-harlow,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:33:36,AllState Insurance Corporate,332254,Allstate Business Insurance - Janet Oh (Photographers) -  ,LIVE,http://iprotectsmallbiz.com/janet-oh,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/janet-oh,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:33:57,AllState Insurance Corporate,332255,Allstate Business Insurance - Carl Johnson (Chiropractors),LIVE,http://iprotectsmallbiz.com/carl-johnson,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/carl-johnson,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:34:18,AllState Insurance Corporate,332256,Allstate Business Insurance - Andrew Baduria (Real Estate Agents),LIVE,http://iprotectsmallbiz.com/andrew-baduria,714-364-2615,714-364-2615,714-364-2615,714-364-2615,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/andrew-baduria,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:34:39,AllState Insurance Corporate,332328,Allstate Business Insurance - Adam Lazar (Chiropractors),LIVE,http://iprotectsmallbiz.com/adam-lazar,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/adam-lazar,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:34:59,AllState Insurance Corporate,332332,Allstate Business Insurance - Eric Lopez (Chiropractors),LIVE,http://iprotectsmallbiz.com/eric-lopez,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/eric-lopez,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:35:20,AllState Insurance Corporate,332333,Allstate Business Insurance - Cuahutemoc Soto (Accounting Services),LIVE,http://iprotectsmallbiz.com/temo-leonsoto,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/temo-leonsoto,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:35:41,AllState Insurance Corporate,332336,Allstate Business Insurance - James Kelly (Photographers),LIVE,http://iprotectsmallbiz.com/jim-kelly,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/jim-kelly,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:36:02,AllState Insurance Corporate,332339,Allstate Business Insurance - William White (Accounting Services),LIVE,http://iprotectsmallbiz.com/william-white,925-820-7500,925-820-7500,925-820-7500,925-820-7500,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/william-white,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:36:22,AllState Insurance Corporate,332342,Allstate Business Insurance - Joseph Devane (Barber Shops),LIVE,http://iprotectsmallbiz.com/joseph-devane,302-331-8853,302-331-8853,302-331-8853,302-331-8853,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/joseph-devane,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:36:44,AllState Insurance Corporate,332345,Allstate Business Insurance - Songsong Shi (Photographers),LIVE,http://iprotectsmallbiz.com/jeff-shi,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/jeff-shi,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:37:04,AllState Insurance Corporate,332347,Allstate Business Insurance - Michael Lee (Medical Offices),LIVE,http://iprotectsmallbiz.com/michael-lee,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/michael-lee,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:37:26,AllState Insurance Corporate,332350,Allstate Business Insurance - Song Jung (Dentists),LIVE,http://iprotectsmallbiz.com/song-jung,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/song-jung,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:37:47,AllState Insurance Corporate,332353,Allstate Business Insurance - Joseph Vandalsum (Barber Shops),LIVE,http://iprotectsmallbiz.com/joe-vandalsum,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/joe-vandalsum,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:38:08,AllState Insurance Corporate,332354,Allstate Business Insurance - Carlos Cisneros (Real Estate Agents),LIVE,http://iprotectsmallbiz.com/carlos-cisneros,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/carlos-cisneros,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:38:28,AllState Insurance Corporate,332356,Allstate Business Insurance - John Clarkson (Medical Offices),LIVE,http://iprotectsmallbiz.com/john-clarkson,No Desktop Unpaid Numbers,No Mobile Unpaid Numbers,No Desktop Paid Numbers,No Mobile Paid Numbers,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/john-clarkson,403,403,104.196.57.56,ns94.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
2018-10-23 23:38:49,AllState Insurance Corporate,332358,Allstate Business Insurance - Eddie Pacheco (Accounting Services),LIVE,http://iprotectsmallbiz.com/eddie-pacheco,303-788-0777,303-788-0777,303-788-0777,303-788-0777,No DB Unpaid Number,No DB Paid Number,PPC Not Found,0,https://iprotectsmallbiz.com/eddie-pacheco,403,403,104.196.57.56,ns93.worldnic.com.,no,no,no,no,PPC Not Found,no,yes,no
