Audit Timestamp,Corp Name,Client ID,Client Name,YL Status,Input URL,Desktop Unpaid CTN,Mobile Unpaid CTN,Desktop Paid CTN,Mobile Paid CTN,DB Unpaid CTN,Show Destination,DB Paid CTN,PPC,YL SSL Status,Final URL,Initial Status, Final Status,Final URL IP,Final URL NS,Analysis - Desktop Unpaid CTN,Analysis - Mobile Unpaid CTN,Analysis - Desktop Paid CTN,Analysis - Mobile Paid CTN,PPC Product,Session Tracking Code,Web Using SSL, Can SSL Be installed
2018-10-24 02:50:41,Go Minis,212554,Go Mini's of Lakeland FL,LIVE,http://gominislakelandfl.com,863-301-0466,863-301-0466,863-546-8374,863-546-8374,8633010466,False,8635468374,PPC Not Found,1,http://www.gominislakelandfl.com/,301,200,205.178.153.6,dns4.name-services.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 02:51:02,Go Minis,212555,Go Mini's of Tampa FL,LIVE,http://goministampa.com,863-940-0895,863-940-0895,863-576-4114,863-576-4114,8639400895,False,8635764114,PPC Not Found,0,http://www.goministampa.com/,301,200,205.178.153.6,dns2.name-services.com.,yes,yes,yes,yes,PPC Not Found,yes,no,no
2018-10-24 02:51:21,Go Minis,216681,Go Mini's of Owensboro KY,LIVE,http://gominisowensboro.com,270-228-2155,270-228-2155,270-228-2155,270-228-2155,2702282155,False,No DB Paid Number,PPC Not Found,0,http://www.gominisowensboro.com/,301,200,205.178.153.6,dns3.name-services.com.,yes,yes,no,no,PPC Not Found,yes,no,no
2018-10-24 02:51:41,Go Minis,216682,Go Mini's of Memphis TN,LIVE,http://gominismemphis.com,901-440-2388,901-440-2388,901-318-3500,901-318-3500,9014402388,False,9013183500,PPC Not Found,2,https://www.gominismemphis.com/,301,200,209.17.116.160,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,yes,yes
2018-10-24 02:52:04,Go Minis,216683,Go Mini's of Evansville IN,LIVE,http://gominisevansville.com,812-573-0041,812-573-0041,812-518-8599,812-518-8599,8125730041,False,8125188599,PPC Not Found,0,http://www.gominisevansville.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 02:52:24,Go Minis,216684,Go Mini's of Jackson TN,LIVE,http://gominisjackson.com,731-300-6109,731-300-6109,731-300-6109,731-300-6109,7313006109,False,No DB Paid Number,PPC Not Found,0,http://www.gominisjackson.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,no,yes
2018-10-24 02:52:44,Go Minis,216685,Go Mini's of Bowling Green KY,LIVE,http://gominisbowlinggreen.com,270-282-0130,270-282-0130,270-282-0130,270-282-0130,2702820130,False,No DB Paid Number,PPC Not Found,0,http://www.gominisbowlinggreen.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,no,yes
2018-10-24 02:53:04,Go Minis,216686,Go Mini's of Nashville TN,LIVE,http://gominisnashville.com,615-988-1395,615-988-1395,615-988-1395,615-988-1395,6159881395,False,No DB Paid Number,PPC Not Found,0,http://www.gominisnashville.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,no,yes
2018-10-24 02:53:24,Go Minis,216687,Go Mini's of Ventura County CA,LIVE,http://gominisventuracounty.com,805-416-0166,805-416-0166,805-328-2694,805-328-2694,8054160166,False,8053282694,PPC Not Found,0,http://www.gominisventuracounty.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 02:53:45,Go Minis,216688,Go Mini's of North Los Angeles CA,LIVE,http://gominislosangeles.com,818-245-5839,818-245-5839,818-201-2643,818-201-2643,8182455839,False,8182012643,PPC Not Found,0,http://www.gominislosangeles.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 02:54:04,Go Minis,216689,Go Mini's of Charleston WV,LIVE,http://gominischarleston.com,304-759-8216,304-759-8216,304-759-8028,304-759-8028,3047598216,False,3047598028,PPC Not Found,0,http://www.gominischarleston.com/,301,200,205.178.153.6,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 02:54:24,Go Minis,216690,Go Mini's of Boston,LIVE,http://gominiscantonma.com,508-202-1647,508-202-1647,508-422-7394,508-422-7394,5082021647,False,5084227394,PPC Not Found,0,http://www.gominiscantonma.com/,301,200,205.178.153.6,ns3b.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
2018-10-24 02:54:44,Go Minis,216691,Go Mini's of Santa Barbara County CA,LIVE,http://gominissantabarbaracounty.com,805-242-5602,805-242-5602,805-242-5602,805-242-5602,8052425602,False,No DB Paid Number,PPC Not Found,0,http://www.gominissantabarbaracounty.com/,301,200,205.178.153.6,ns3a.dns-host.com.,yes,yes,no,no,PPC Not Found,yes,no,yes
2018-10-24 02:55:04,Go Minis,216692,Go Mini's of Morris & Sussex Co NJ,LIVE,http://gominishamburgnj.com,973-498-8490,973-498-8490,973-250-4430,973-250-4430,9734988490,False,9732504430,PPC Not Found,0,http://www.gominishamburgnj.com/,301,200,205.178.153.6,ns3a.dns-host.com.,yes,yes,yes,yes,PPC Not Found,yes,no,yes
