URL,Status,Number of redirects,Redirect Chain,Final URL,Final URL Status
https://www.hometeam.com/NorthEastArkansas,301,3,https://www.hometeam.com/NorthEastArkansas | https://www.hometeam.com/locations/northeastarkansas | http://www.hometeam.com/locations/northeastarkansas/ | ,https://www.hometeam.com/locations/northeastarkansas/,200
https://www.hometeam.com/northeastarkansas,301,4,https://www.hometeam.com/northeastarkansas | http://www.hometeam.com/locations/northeastarkansas | https://www.hometeam.com/locations/northeastarkansas | http://www.hometeam.com/locations/northeastarkansas/ | ,https://www.hometeam.com/locations/northeastarkansas/,200
https://www.hometeam.com/Quinte,301,3,https://www.hometeam.com/Quinte | https://www.hometeam.com/locations/quinte | http://www.hometeam.com/locations/quinte/ | ,https://www.hometeam.com/locations/quinte/,200
https://www.hometeam.com/quinte,301,4,https://www.hometeam.com/quinte | http://www.hometeam.com/locations/quinte | https://www.hometeam.com/locations/quinte | http://www.hometeam.com/locations/quinte/ | ,https://www.hometeam.com/locations/quinte/,200
https://www.hometeam.com/Reno,301,1,https://www.hometeam.com/Reno | ,https://www.hometeam.com/locations.html,200
https://www.hometeam.com/reno,301,1,https://www.hometeam.com/reno | ,https://www.hometeam.com/locations.html,200
https://www.hometeam.com/Rochester,301,3,https://www.hometeam.com/Rochester | https://www.hometeam.com/locations/rochester | http://www.hometeam.com/locations/rochester/ | ,https://www.hometeam.com/locations/rochester/,200
https://www.hometeam.com/rochester,301,4,https://www.hometeam.com/rochester | http://www.hometeam.com/locations/rochester | https://www.hometeam.com/locations/rochester | http://www.hometeam.com/locations/rochester/ | ,https://www.hometeam.com/locations/rochester/,200
https://www.hometeam.com/SanBernardino,301,3,https://www.hometeam.com/SanBernardino | https://www.hometeam.com/locations/sanbernardino | http://www.hometeam.com/locations/sanbernardino/ | ,https://www.hometeam.com/locations/sanbernardino/,200
https://www.hometeam.com/sanbernardino,301,4,https://www.hometeam.com/sanbernardino | http://www.hometeam.com/locations/sanbernardino | https://www.hometeam.com/locations/sanbernardino | http://www.hometeam.com/locations/sanbernardino/ | ,https://www.hometeam.com/locations/sanbernardino/,200
https://www.hometeam.com/SouthSound,301,1,https://www.hometeam.com/SouthSound | ,https://www.hometeam.com/locations.html,200
https://www.hometeam.com/southsound,301,1,https://www.hometeam.com/southsound | ,https://www.hometeam.com/locations.html,200
https://www.hometeam.com/SWCook,301,3,https://www.hometeam.com/SWCook | https://www.hometeam.com/locations/swcook | http://www.hometeam.com/locations/swcook/ | ,https://www.hometeam.com/locations/swcook/,200
https://www.hometeam.com/swcook,301,4,https://www.hometeam.com/swcook | http://www.hometeam.com/locations/swcook | https://www.hometeam.com/locations/swcook | http://www.hometeam.com/locations/swcook/ | ,https://www.hometeam.com/locations/swcook/,200
https://www.hometeam.com/TampaBay,301,3,https://www.hometeam.com/TampaBay | https://www.hometeam.com/locations/tampabay | http://www.hometeam.com/locations/tampabay/ | ,https://www.hometeam.com/locations/tampabay/,200
https://www.hometeam.com/tampabay,301,4,https://www.hometeam.com/tampabay | http://www.hometeam.com/locations/tampabay | https://www.hometeam.com/locations/tampabay | http://www.hometeam.com/locations/tampabay/ | ,https://www.hometeam.com/locations/tampabay/,200
https://www.hometeam.com/Texarkana,301,3,https://www.hometeam.com/Texarkana | https://www.hometeam.com/locations/texarkana | http://www.hometeam.com/locations/texarkana/ | ,https://www.hometeam.com/locations/texarkana/,200
https://www.hometeam.com/texarkana,301,4,https://www.hometeam.com/texarkana | http://www.hometeam.com/locations/texarkana | https://www.hometeam.com/locations/texarkana | http://www.hometeam.com/locations/texarkana/ | ,https://www.hometeam.com/locations/texarkana/,200
https://www.hometeam.com/VeroBeach,301,3,https://www.hometeam.com/VeroBeach | https://www.hometeam.com/locations/verobeach | http://www.hometeam.com/locations/verobeach/ | ,https://www.hometeam.com/locations/verobeach/,200
https://www.hometeam.com/verobeach,301,4,https://www.hometeam.com/verobeach | http://www.hometeam.com/locations/verobeach | https://www.hometeam.com/locations/verobeach | http://www.hometeam.com/locations/verobeach/ | ,https://www.hometeam.com/locations/verobeach/,200
https://www.hometeam.com/WilmingtonNC,301,3,https://www.hometeam.com/WilmingtonNC | https://www.hometeam.com/locations/wilmingtonnc | http://www.hometeam.com/locations/wilmingtonnc/ | ,https://www.hometeam.com/locations/wilmingtonnc/,200
https://www.hometeam.com/wilmingtonnc,301,4,https://www.hometeam.com/wilmingtonnc | http://www.hometeam.com/locations/wilmingtonnc | https://www.hometeam.com/locations/wilmingtonnc | http://www.hometeam.com/locations/wilmingtonnc/ | ,https://www.hometeam.com/locations/wilmingtonnc/,200
https://www.hometeam.com/SelinsGrove,301,2,https://www.hometeam.com/SelinsGrove | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/selinsgrove,301,2,https://www.hometeam.com/selinsgrove | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/Annandale,301,2,https://www.hometeam.com/Annandale | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/annandale,301,2,https://www.hometeam.com/annandale | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/SantaFe,301,2,https://www.hometeam.com/SantaFe | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/santafe,301,2,https://www.hometeam.com/santafe | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/Cocoa,301,2,https://www.hometeam.com/Cocoa | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/cocoa,301,2,https://www.hometeam.com/cocoa | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/Folsom,301,2,https://www.hometeam.com/Folsom | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/folsom,301,2,https://www.hometeam.com/folsom | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/SanJose,301,2,https://www.hometeam.com/SanJose | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/sanjose,301,2,https://www.hometeam.com/sanjose | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/Auburn,301,2,https://www.hometeam.com/Auburn | http://www.hometeam.com/ | ,https://www.hometeam.com/,200
https://www.hometeam.com/auburn,301,4,https://www.hometeam.com/auburn | http://www.hometeam.com/locations/auburn | https://www.hometeam.com/locations/auburn | http://www.hometeam.com/locations/auburn/ | ,https://www.hometeam.com/locations/auburn/,200
